,actual,predicted,word,word_unk,count
8539,NNP,IN,El,El,1
8540,NNP,IN,Election,Election,1
8541,NNP,IN,Embarcadero,Embarcadero,1
8542,NNP,IN,Embassy,Embassy,1
8543,NNP,IN,Enforcement,Enforcement,1
8544,NNP,IN,FCB\/Leber,FCB\/Leber,1
8545,NNP,IN,FDIC,FDIC,1
8546,NNP,IN,Fashion,Fashion,1
8547,NNP,IN,Feb.,Feb.,1
8548,NNP,IN,Fed,Fed,1
8549,NNP,IN,Fossett,<UNK>,1
8550,NNP,IN,Franco,Franco,1
8551,NNP,IN,Friday,Friday,4
8552,NNP,IN,Golden,Golden,1
8553,NNP,IN,Green,Green,1
8554,NNP,IN,H&R,H&R,1
8555,NNP,IN,HUNGARY,<UNK>,1
8556,NNP,IN,Hans,Hans,1
8557,NNP,IN,Hoa,<UNK>,1
8558,NNP,IN,House,House,1
8559,NNP,IN,Hun,Hun,1
8560,NNP,IN,IBM,IBM,1
8561,NNP,IN,Institute,Institute,1
8562,NNP,IN,Interpublic,Interpublic,1
8563,NNP,IN,July,July,1
8564,NNP,IN,June,June,1
8565,NNP,IN,Khmer,Khmer,1
8566,NNP,IN,Lazard,Lazard,1
8567,NNP,IN,Legg,Legg,1
8568,NNP,IN,Locker,<UNK>,1
8569,NNP,IN,Magazine,Magazine,1
8570,NNP,IN,Manuel,Manuel,1
8571,NNP,IN,Maurice,Maurice,1
8572,NNP,IN,McCaffrey,<UNK>,1
8573,NNP,IN,Michelle,Michelle,1
8574,NNP,IN,Monarch,<UNK>,1
8575,NNP,IN,NV,NV,1
8576,NNP,IN,Navy,Navy,2
8577,NNP,IN,Network,Network,1
8578,NNP,IN,Nicaragua,Nicaragua,1
8579,NNP,IN,Nov.,Nov.,2
8580,NNP,IN,Oct.,Oct.,5
8581,NNP,IN,Peterson,<UNK>,1
8582,NNP,IN,Politburo,Politburo,1
8583,NNP,IN,Polygram,<UNK>,1
8584,NNP,IN,Premier,Premier,1
8585,NNP,IN,President,President,1
8586,NNP,IN,Probable,<UNK>,1
8587,NNP,IN,RTC,RTC,1
8588,NNP,IN,Rafael,<UNK>,1
8589,NNP,IN,Re,<UNK>,1
8590,NNP,IN,Record,Record,1
8591,NNP,IN,Report,Report,1
8592,NNP,IN,Resort,Resort,1
8593,NNP,IN,Rex,<UNK>,1
8594,NNP,IN,Rodolfo,<UNK>,1
8595,NNP,IN,Roe,Roe,1
8596,NNP,IN,Ronald,Ronald,1
8597,NNP,IN,Rouge,Rouge,1
8598,NNP,IN,S,<UNK>,1
8599,NNP,IN,SENATE,<UNK>,1
8600,NNP,IN,Sandoz,Sandoz,1
8601,NNP,IN,Sark,<UNK>,1
8602,NNP,IN,Security,Security,1
8603,NNP,IN,Sept.,Sept.,4
8604,NNP,IN,Seventh,Seventh,1
8605,NNP,IN,Singapore,Singapore,1
8606,NNP,IN,Societe,Societe,1
8607,NNP,IN,Sony,Sony,1
8608,NNP,IN,Sotheby,Sotheby,1
8609,NNP,IN,Street,Street,1
8610,NNP,IN,Sullivan,Sullivan,1
8611,NNP,IN,Systems,Systems,1
8612,NNP,IN,Target,<UNK>,1
8613,NNP,IN,Though,Though,1
8614,NNP,IN,Trelleborg,<UNK>,4
8615,NNP,IN,Tuesday,Tuesday,2
8616,NNP,IN,U.S.,U.S.,1
8617,NNP,IN,UAL,UAL,1
8618,NNP,IN,UCSF,<UNK>,1
8619,NNP,IN,USAir,USAir,2
8620,NNP,IN,USX,USX,1
8621,NNP,IN,Verde,<UNK>,1
8622,NNP,IN,Viaje,<UNK>,1
8623,NNP,IN,Washington,Washington,1
8624,NNP,IN,Western,<UNK>,1
8625,NNP,IN,Wisconsin,Wisconsin,1
8626,NNP,IN,World,World,1
8627,NNP,IN,Xtra,<UNK>,1
8628,NNP,IN,de,de,1
8629,NNP,JJ,1/2/03,<UNK>,1
8630,NNP,JJ,ABC,ABC,1
8631,NNP,JJ,ADN,<UNK>,1
8632,NNP,JJ,AGS,<UNK>,1
8633,NNP,JJ,AMR,AMR,1
8634,NNP,JJ,ARCO,<UNK>,3
8635,NNP,JJ,Acrylic,<UNK>,1
8636,NNP,JJ,Adobe,Adobe,3
8637,NNP,JJ,Advertiser,<UNK>,1
8638,NNP,JJ,Aeroquip,<UNK>,2
8639,NNP,JJ,Affiliated,<UNK>,1
8640,NNP,JJ,Allied-Lyons,<UNK>,1
8641,NNP,JJ,Almaden,<UNK>,1
8642,NNP,JJ,Amazon,<UNK>,1
8643,NNP,JJ,American,American,8
8644,NNP,JJ,Americas,Americas,1
8645,NNP,JJ,Ameritas,<UNK>,2
8646,NNP,JJ,Amex,Amex,3
8647,NNP,JJ,Amoco,Amoco,1
8648,NNP,JJ,Amtrak,<UNK>,1
8649,NNP,JJ,Amway,<UNK>,3
8650,NNP,JJ,Angel,<UNK>,1
8651,NNP,JJ,Antique,<UNK>,1
8652,NNP,JJ,Apollo,<UNK>,1
8653,NNP,JJ,Appalachia,<UNK>,1
8654,NNP,JJ,Appellate,Appellate,1
8655,NNP,JJ,Aqua,<UNK>,1
8656,NNP,JJ,Arab,Arab,1
8657,NNP,JJ,Arias,<UNK>,1
8658,NNP,JJ,Arizona,Arizona,2
8659,NNP,JJ,Arkansas,Arkansas,1
8660,NNP,JJ,Artois,<UNK>,1
8661,NNP,JJ,Askin,<UNK>,1
8662,NNP,JJ,Assembly,Assembly,1
8663,NNP,JJ,Atlanta,Atlanta,1
8664,NNP,JJ,Atlas,Atlas,1
8665,NNP,JJ,Atrium,<UNK>,1
8666,NNP,JJ,B.A.T,B.A.T,1
8667,NNP,JJ,BART,BART,1
8668,NNP,JJ,BBB,<UNK>,1
8669,NNP,JJ,Babe,Babe,1
8670,NNP,JJ,Baker,Baker,2
8671,NNP,JJ,Bally,Bally,1
8672,NNP,JJ,Bapilly,<UNK>,1
8673,NNP,JJ,Barbie,<UNK>,1
8674,NNP,JJ,Bay,Bay,1
8675,NNP,JJ,Beaver,Beaver,1
8676,NNP,JJ,Beefeater,<UNK>,1
8677,NNP,JJ,Beretta,<UNK>,1
8678,NNP,JJ,Berkeley,Berkeley,1
8679,NNP,JJ,BetaWest,<UNK>,1
8680,NNP,JJ,Bfree,<UNK>,1
8681,NNP,JJ,Big,Big,1
8682,NNP,JJ,Blackstone,Blackstone,1
8683,NNP,JJ,Block,Block,1
8684,NNP,JJ,Bonanza,<UNK>,2
8685,NNP,JJ,Bonn,<UNK>,2
8686,NNP,JJ,Book-of-the-Month,<UNK>,1
8687,NNP,JJ,Bork,<UNK>,2
8688,NNP,JJ,Bougainville,Bougainville,1
8689,NNP,JJ,British,British,6
8690,NNP,JJ,Bush,Bush,1
8691,NNP,JJ,CALIFORNIA,CALIFORNIA,1
8692,NNP,JJ,CBOE,CBOE,2
8693,NNP,JJ,CDBG,<UNK>,1
8694,NNP,JJ,CML,<UNK>,1
8695,NNP,JJ,CNW,CNW,1
8696,NNP,JJ,COMMERCIAL,COMMERCIAL,1
8697,NNP,JJ,CP486,<UNK>,1
8698,NNP,JJ,Cadillac,Cadillac,1
8699,NNP,JJ,California,California,9
8700,NNP,JJ,Campbell-Mithun-Esty,<UNK>,1
8701,NNP,JJ,Canada-U.S.,<UNK>,1
8702,NNP,JJ,Canadian,Canadian,2
8703,NNP,JJ,Cananea,Cananea,4
8704,NNP,JJ,Capcom,<UNK>,1
8705,NNP,JJ,Capitol,Capitol,1
8706,NNP,JJ,Carat,<UNK>,1
8707,NNP,JJ,Cardinal,Cardinal,1
8708,NNP,JJ,Carnival,Carnival,1
8709,NNP,JJ,Cash,<UNK>,1
8710,NNP,JJ,Castro-Medellin,<UNK>,1
8711,NNP,JJ,Census,Census,1
8712,NNP,JJ,Chandler,Chandler,2
8713,NNP,JJ,Chase,Chase,1
8714,NNP,JJ,Cherokee,<UNK>,2
8715,NNP,JJ,Chevrolet,Chevrolet,1
8716,NNP,JJ,Chevron,Chevron,1
8717,NNP,JJ,Chevy,Chevy,1
8718,NNP,JJ,Chris-Craft,<UNK>,2
8719,NNP,JJ,Christmas,Christmas,4
8720,NNP,JJ,Chrysler,Chrysler,2
8721,NNP,JJ,Citibank,Citibank,2
8722,NNP,JJ,Clue,<UNK>,1
8723,NNP,JJ,Co.,Co.,1
8724,NNP,JJ,Coastal,<UNK>,1
8725,NNP,JJ,Coats,<UNK>,1
8726,NNP,JJ,Colleen,<UNK>,1
8727,NNP,JJ,Color,Color,1
8728,NNP,JJ,Colorado,Colorado,1
8729,NNP,JJ,Comanche,<UNK>,1
8730,NNP,JJ,Comex,Comex,1
8731,NNP,JJ,Communist,Communist,1
8732,NNP,JJ,CompuServe,<UNK>,1
8733,NNP,JJ,Concord,Concord,1
8734,NNP,JJ,Concorde,<UNK>,1
8735,NNP,JJ,Congressional,Congressional,1
8736,NNP,JJ,Consob,<UNK>,1
8737,NNP,JJ,Continental,Continental,2
8738,NNP,JJ,Contra,Contra,3
8739,NNP,JJ,Contras,Contras,1
8740,NNP,JJ,Convex,Convex,1
8741,NNP,JJ,Costa,Costa,1
8742,NNP,JJ,Cougar,Cougar,1
8743,NNP,JJ,Cross,Cross,1
8744,NNP,JJ,Cup,Cup,2
8745,NNP,JJ,Cupertino,Cupertino,1
8746,NNP,JJ,Cypress,<UNK>,5
8747,NNP,JJ,D'Arcy,<UNK>,1
8748,NNP,JJ,DARMAN'S,<UNK>,1
8749,NNP,JJ,DEC,<UNK>,2
8750,NNP,JJ,DJ,<UNK>,1
8751,NNP,JJ,Datatronic,<UNK>,1
8752,NNP,JJ,Day,Day,1
8753,NNP,JJ,DeVoe,<UNK>,1
8754,NNP,JJ,Deloitte,<UNK>,6
8755,NNP,JJ,Deloitte-Touche,<UNK>,1
8756,NNP,JJ,Democratic,Democratic,1
8757,NNP,JJ,Denver,<UNK>,2
8758,NNP,JJ,Dingell,Dingell,2
8759,NNP,JJ,Dodd,Dodd,1
8760,NNP,JJ,Don,Don,1
8761,NNP,JJ,Dorrance,Dorrance,7
8762,NNP,JJ,Drunk,<UNK>,1
8763,NNP,JJ,Dutch,Dutch,1
8764,NNP,JJ,E.,E.,1
8765,NNP,JJ,EC,EC,1
8766,NNP,JJ,EDA,<UNK>,1
8767,NNP,JJ,EGYPT,<UNK>,1
8768,NNP,JJ,East,<UNK>,7
8769,NNP,JJ,Eastern,Eastern,1
8770,NNP,JJ,Eclipse,<UNK>,2
8771,NNP,JJ,Edison,Edison,1
8772,NNP,JJ,Edsel,<UNK>,2
8773,NNP,JJ,Egg,Egg,1
8774,NNP,JJ,Elders,Elders,1
8775,NNP,JJ,Electricity,<UNK>,1
8776,NNP,JJ,Electrochemical,<UNK>,1
8777,NNP,JJ,Englewood,<UNK>,1
8778,NNP,JJ,Erich,Erich,1
8779,NNP,JJ,Espectador,Espectador,1
8780,NNP,JJ,Ethics,<UNK>,1
8781,NNP,JJ,European,European,2
8782,NNP,JJ,Excel,Excel,1
8783,NNP,JJ,FADA,<UNK>,1
8784,NNP,JJ,FDA,FDA,1
8785,NNP,JJ,FEMA,<UNK>,3
8786,NNP,JJ,FM,FM,1
8787,NNP,JJ,FT,FT,1
8788,NNP,JJ,FT-SE,FT-SE,1
8789,NNP,JJ,Falconbridge,<UNK>,3
8790,NNP,JJ,Falkland,<UNK>,1
8791,NNP,JJ,Far,Far,2
8792,NNP,JJ,February,February,1
8793,NNP,JJ,Fed,Fed,1
8794,NNP,JJ,Federal,Federal,4
8795,NNP,JJ,FileNet,<UNK>,1
8796,NNP,JJ,Financial,Financial,1
8797,NNP,JJ,First,First,2
8798,NNP,JJ,Florida,Florida,1
8799,NNP,JJ,Folgers,<UNK>,1
8800,NNP,JJ,Fox,Fox,5
8801,NNP,JJ,Fox-Pitt,<UNK>,1
8802,NNP,JJ,Freind,<UNK>,1
8803,NNP,JJ,Fremont,<UNK>,1
8804,NNP,JJ,French,French,3
8805,NNP,JJ,GM,<UNK>,1
8806,NNP,JJ,GOP,GOP,4
8807,NNP,JJ,GTE,GTE,3
8808,NNP,JJ,Galileo,Galileo,3
8809,NNP,JJ,General,General,1
8810,NNP,JJ,Geo,Geo,1
8811,NNP,JJ,George,George,1
8812,NNP,JJ,German,German,8
8813,NNP,JJ,Glazer,Glazer,2
8814,NNP,JJ,Global,Global,1
8815,NNP,JJ,Goldwater,<UNK>,1
8816,NNP,JJ,Goodman,Goodman,1
8817,NNP,JJ,Got,<UNK>,1
8818,NNP,JJ,Grateful,<UNK>,1
8819,NNP,JJ,Great,Great,2
8820,NNP,JJ,Griswold,<UNK>,1
8821,NNP,JJ,Guinness,Guinness,2
8822,NNP,JJ,HUD,HUD,4
8823,NNP,JJ,Hansen,Hansen,1
8824,NNP,JJ,Hart-Scott-Rodino,Hart-Scott-Rodino,1
8825,NNP,JJ,Harvard,Harvard,1
8826,NNP,JJ,Hastings,Hastings,1
8827,NNP,JJ,Hayward,<UNK>,1
8828,NNP,JJ,Hewlett-Packard,Hewlett-Packard,1
8829,NNP,JJ,Holiday,Holiday,1
8830,NNP,JJ,Hollywood,Hollywood,2
8831,NNP,JJ,Honecker,<UNK>,1
8832,NNP,JJ,House,House,1
8833,NNP,JJ,House-Senate,House-Senate,1
8834,NNP,JJ,Hubble,<UNK>,1
8835,NNP,JJ,Hugo,Hugo,1
8836,NNP,JJ,Hurst,<UNK>,1
8837,NNP,JJ,IRS,IRS,2
8838,NNP,JJ,ISC\/Bunker,<UNK>,1
8839,NNP,JJ,Inc.,Inc.,1
8840,NNP,JJ,Individual,Individual,2
8841,NNP,JJ,Inner,Inner,1
8842,NNP,JJ,International,International,1
8843,NNP,JJ,Interstate,Interstate,1
8844,NNP,JJ,Iran-Contra,Iran-Contra,1
8845,NNP,JJ,Italian,Italian,1
8846,NNP,JJ,JAL,<UNK>,1
8847,NNP,JJ,Jaguar,Jaguar,1
8848,NNP,JJ,Japanese,Japanese,2
8849,NNP,JJ,Jewel,<UNK>,1
8850,NNP,JJ,Jiotto,<UNK>,1
8851,NNP,JJ,June,June,1
8852,NNP,JJ,Karl,Karl,1
8853,NNP,JJ,Keg,<UNK>,1
8854,NNP,JJ,Khmer,Khmer,3
8855,NNP,JJ,Kingdom,Kingdom,1
8856,NNP,JJ,Kinnevik,<UNK>,1
8857,NNP,JJ,Korean,Korean,1
8858,NNP,JJ,Kyodo,Kyodo,1
8859,NNP,JJ,LDC,LDC,1
8860,NNP,JJ,LIN,LIN,1
8861,NNP,JJ,LJN,LJN,1
8862,NNP,JJ,LME,<UNK>,1
8863,NNP,JJ,LSX,<UNK>,1
8864,NNP,JJ,Latin,Latin,1
8865,NNP,JJ,Liberation,Liberation,1
8866,NNP,JJ,Lilly,Lilly,1
8867,NNP,JJ,Lincoln-Mercury,<UNK>,1
8868,NNP,JJ,Lincoln-Mercury-Merkur,<UNK>,1
8869,NNP,JJ,Lionel,<UNK>,1
8870,NNP,JJ,Lisa,Lisa,1
8871,NNP,JJ,Location,<UNK>,1
8872,NNP,JJ,Lockheed,Lockheed,1
8873,NNP,JJ,London,London,5
8874,NNP,JJ,Los,Los,1
8875,NNP,JJ,Lott,<UNK>,1
8876,NNP,JJ,Louisiana,Louisiana,1
8877,NNP,JJ,Lufthansa,Lufthansa,2
8878,NNP,JJ,MBA,MBA,1
8879,NNP,JJ,MIT,MIT,1
8880,NNP,JJ,MMI,MMI,1
8881,NNP,JJ,Maalox,<UNK>,1
8882,NNP,JJ,Mac,Mac,1
8883,NNP,JJ,Macintosh,Macintosh,1
8884,NNP,JJ,Mackenzie,Mackenzie,2
8885,NNP,JJ,Maggot,<UNK>,1
8886,NNP,JJ,Main,<UNK>,1
8887,NNP,JJ,Marina,Marina,1
8888,NNP,JJ,Mark,Mark,1
8889,NNP,JJ,Marlowe,<UNK>,3
8890,NNP,JJ,Married,<UNK>,1
8891,NNP,JJ,Maybelline,Maybelline,1
8892,NNP,JJ,McCann-Erickson,<UNK>,1
8893,NNP,JJ,McNally,<UNK>,1
8894,NNP,JJ,Medicaid,Medicaid,2
8895,NNP,JJ,Memorial,Memorial,1
8896,NNP,JJ,Menlo,Menlo,1
8897,NNP,JJ,MeraBank,MeraBank,1
8898,NNP,JJ,Mercedes,Mercedes,1
8899,NNP,JJ,Merieux,Merieux,3
8900,NNP,JJ,Merkur,Merkur,2
8901,NNP,JJ,Mesa,Mesa,1
8902,NNP,JJ,Messerschmitt-Boelkow-Blohm,<UNK>,1
8903,NNP,JJ,Metatrace,<UNK>,1
8904,NNP,JJ,Miami,Miami,2
8905,NNP,JJ,Micronic,<UNK>,2
8906,NNP,JJ,Middle,Middle,1
8907,NNP,JJ,Milstar,<UNK>,1
8908,NNP,JJ,Mojave,<UNK>,1
8909,NNP,JJ,Motorfair,<UNK>,1
8910,NNP,JJ,Mr.,Mr.,1
8911,NNP,JJ,NASA,NASA,2
8912,NNP,JJ,NEW,NEW,1
8913,NNP,JJ,NIH,NIH,1
8914,NNP,JJ,NWA,NWA,2
8915,NNP,JJ,Nacion,<UNK>,1
8916,NNP,JJ,Nasdaq,Nasdaq,2
8917,NNP,JJ,National,National,1
8918,NNP,JJ,Naval,Naval,1
8919,NNP,JJ,Net,Net,1
8920,NNP,JJ,New,New,4
8921,NNP,JJ,Nicaraguan,Nicaraguan,2
8922,NNP,JJ,Nimitz,<UNK>,5
8923,NNP,JJ,Nobel,Nobel,3
8924,NNP,JJ,Nonunion,<UNK>,1
8925,NNP,JJ,Noriega,Noriega,1
8926,NNP,JJ,Northwest,Northwest,1
8927,NNP,JJ,OTC,OTC,3
8928,NNP,JJ,Oakland,Oakland,2
8929,NNP,JJ,Oakland-Berkeley,<UNK>,1
8930,NNP,JJ,Older,Older,1
8931,NNP,JJ,Olivetti,Olivetti,1
8932,NNP,JJ,Open,Open,1
8933,NNP,JJ,Orange,Orange,3
8934,NNP,JJ,Organic,<UNK>,1
8935,NNP,JJ,Ottawa,<UNK>,2
8936,NNP,JJ,Ottoman,<UNK>,2
8937,NNP,JJ,P&G,P&G,1
8938,NNP,JJ,PR,<UNK>,1
8939,NNP,JJ,Pacific,Pacific,9
8940,NNP,JJ,Packwood,Packwood,1
8941,NNP,JJ,Panama,Panama,1
8942,NNP,JJ,Pascal,<UNK>,1
8943,NNP,JJ,Pascual,<UNK>,1
8944,NNP,JJ,Pemex,<UNK>,8
8945,NNP,JJ,Pennsylvania,Pennsylvania,1
8946,NNP,JJ,Pentagon,Pentagon,1
8947,NNP,JJ,Peoria,Peoria,1
8948,NNP,JJ,Petco,<UNK>,1
8949,NNP,JJ,Philadelphia,Philadelphia,1
8950,NNP,JJ,Philippine,Philippine,1
8951,NNP,JJ,Phnom,<UNK>,2
8952,NNP,JJ,Picop,<UNK>,2
8953,NNP,JJ,Piedmont,Piedmont,1
8954,NNP,JJ,Pinter,<UNK>,1
8955,NNP,JJ,Pizza,Pizza,1
8956,NNP,JJ,Play,<UNK>,1
8957,NNP,JJ,Playback,<UNK>,1
8958,NNP,JJ,Poodle,<UNK>,1
8959,NNP,JJ,Posix,<UNK>,1
8960,NNP,JJ,Pretax,Pretax,1
8961,NNP,JJ,Pritzker,Pritzker,1
8962,NNP,JJ,Private,Private,1
8963,NNP,JJ,Privileged,<UNK>,1
8964,NNP,JJ,Prizm,Prizm,1
8965,NNP,JJ,Products,Products,1
8966,NNP,JJ,Promotion,Promotion,1
8967,NNP,JJ,Properties,Properties,1
8968,NNP,JJ,Q,<UNK>,2
8969,NNP,JJ,Quayle,Quayle,1
8970,NNP,JJ,RTC,RTC,1
8971,NNP,JJ,Ramo,<UNK>,1
8972,NNP,JJ,Ramone,<UNK>,1
8973,NNP,JJ,Reagan,Reagan,7
8974,NNP,JJ,Real,Real,1
8975,NNP,JJ,Reconciliation,<UNK>,1
8976,NNP,JJ,Regional,Regional,1
8977,NNP,JJ,Remic,Remic,3
8978,NNP,JJ,Renault,Renault,1
8979,NNP,JJ,Republican,Republican,4
8980,NNP,JJ,Resolving,<UNK>,1
8981,NNP,JJ,Reunification,<UNK>,1
8982,NNP,JJ,Rican,Rican,1
8983,NNP,JJ,Richter,Richter,7
8984,NNP,JJ,Rifkin,<UNK>,1
8985,NNP,JJ,Riley,Riley,1
8986,NNP,JJ,Roaring,<UNK>,1
8987,NNP,JJ,Roll,Roll,1
8988,NNP,JJ,Rorer,<UNK>,1
8989,NNP,JJ,Rowland,<UNK>,2
8990,NNP,JJ,Rules,Rules,1
8991,NNP,JJ,SALES,SALES,1
8992,NNP,JJ,SEC,SEC,1
8993,NNP,JJ,SQUARE,<UNK>,1
8994,NNP,JJ,Sacramento,Sacramento,3
8995,NNP,JJ,Saigon,<UNK>,1
8996,NNP,JJ,San,San,1
8997,NNP,JJ,Sandinista,Sandinista,2
8998,NNP,JJ,Scorpio,Scorpio,2
8999,NNP,JJ,Seagram,Seagram,1
9000,NNP,JJ,Second,Second,2
9001,NNP,JJ,Secret,Secret,1
9002,NNP,JJ,Senate,Senate,1
9003,NNP,JJ,Seventeen,Seventeen,1
9004,NNP,JJ,Shampoo,<UNK>,1
9005,NNP,JJ,Shell,Shell,2
9006,NNP,JJ,Signal,Signal,1
9007,NNP,JJ,Ski,<UNK>,1
9008,NNP,JJ,Skinner,Skinner,1
9009,NNP,JJ,Slims,<UNK>,1
9010,NNP,JJ,Social,Social,2
9011,NNP,JJ,Sony,Sony,1
9012,NNP,JJ,South,South,1
9013,NNP,JJ,Southeast,Southeast,1
9014,NNP,JJ,Soviet,Soviet,8
9015,NNP,JJ,Space,Space,1
9016,NNP,JJ,Spartan,Spartan,1
9017,NNP,JJ,Sports,Sports,2
9018,NNP,JJ,Stalinist,Stalinist,1
9019,NNP,JJ,Stanford,Stanford,1
9020,NNP,JJ,Stapleton,<UNK>,1
9021,NNP,JJ,Steinhardt,<UNK>,3
9022,NNP,JJ,Suez,Suez,1
9023,NNP,JJ,Sullivan,Sullivan,1
9024,NNP,JJ,Sunnyvale,Sunnyvale,3
9025,NNP,JJ,Superfund,Superfund,1
9026,NNP,JJ,Susie,<UNK>,1
9027,NNP,JJ,Swedish,Swedish,1
9028,NNP,JJ,Sylmar,<UNK>,1
9029,NNP,JJ,TVX,<UNK>,1
9030,NNP,JJ,Tampa,Tampa,1
9031,NNP,JJ,Taos,<UNK>,1
9032,NNP,JJ,Tartan,<UNK>,2
9033,NNP,JJ,Tela,<UNK>,1
9034,NNP,JJ,Tennessee,Tennessee,1
9035,NNP,JJ,Tequila,<UNK>,1
9036,NNP,JJ,Texas,Texas,2
9037,NNP,JJ,Thai,Thai,1
9038,NNP,JJ,Theory,<UNK>,1
9039,NNP,JJ,Third,Third,3
9040,NNP,JJ,Toledo,Toledo,2
9041,NNP,JJ,Total,Total,1
9042,NNP,JJ,Town,Town,1
9043,NNP,JJ,Toy,<UNK>,1
9044,NNP,JJ,Toyota,Toyota,1
9045,NNP,JJ,Treasury,Treasury,1
9046,NNP,JJ,Trenton,<UNK>,1
9047,NNP,JJ,Trident,<UNK>,1
9048,NNP,JJ,Trustcorp,Trustcorp,1
9049,NNP,JJ,Turkey,Turkey,1
9050,NNP,JJ,U.S.,U.S.,26
9051,NNP,JJ,US,US,1
9052,NNP,JJ,USAir,USAir,3
9053,NNP,JJ,Uninhibited,<UNK>,1
9054,NNP,JJ,United,United,2
9055,NNP,JJ,Unix,Unix,1
9056,NNP,JJ,Unloved,<UNK>,1
9057,NNP,JJ,Upper,Upper,1
9058,NNP,JJ,VAX,VAX,1
9059,NNP,JJ,VCR,<UNK>,1
9060,NNP,JJ,VITRO,<UNK>,1
9061,NNP,JJ,VOA,VOA,1
9062,NNP,JJ,Valley,Valley,2
9063,NNP,JJ,Value,Value,1
9064,NNP,JJ,Vauxhill,<UNK>,1
9065,NNP,JJ,Vax,<UNK>,1
9066,NNP,JJ,Verwoerd,<UNK>,1
9067,NNP,JJ,Virgin,Virgin,1
9068,NNP,JJ,Virginia,Virginia,1
9069,NNP,JJ,Vista,Vista,1
9070,NNP,JJ,WCRS,WCRS,3
9071,NNP,JJ,Wacoal,<UNK>,1
9072,NNP,JJ,Wade,Wade,1
9073,NNP,JJ,Wagoneer,<UNK>,2
9074,NNP,JJ,Warner,Warner,1
9075,NNP,JJ,Warshaw,<UNK>,1
9076,NNP,JJ,Washington,Washington,3
9077,NNP,JJ,Watergate,Watergate,1
9078,NNP,JJ,Webster,Webster,1
9079,NNP,JJ,Wednesday,Wednesday,1
9080,NNP,JJ,Well,Well,1
9081,NNP,JJ,West,West,5
9082,NNP,JJ,Westin,<UNK>,1
9083,NNP,JJ,Westmoreland,<UNK>,1
9084,NNP,JJ,Westwood,<UNK>,1
9085,NNP,JJ,Whitbread,<UNK>,4
9086,NNP,JJ,White,<UNK>,13
9087,NNP,JJ,Wild,Wild,1
9088,NNP,JJ,Windflower,<UNK>,1
9089,NNP,JJ,Wish,<UNK>,1
9090,NNP,JJ,Yellow,<UNK>,1
9091,NNP,JJ,York,York,1
9092,NNP,JJ,Yorkshire,<UNK>,1
9093,NNP,JJ,Yusen,<UNK>,1
9094,NNP,JJ,double-A,double-A,1
9095,NNP,JJ,la,la,1
9096,NNP,JJ,maitre,<UNK>,1
9097,NNP,JJ,mare-COOR,<UNK>,1
9098,NNP,JJ,non-U.S.,non-U.S.,1
9099,NNP,JJ,triple-A,triple-A,1
9100,NNP,JJR,Ruth,Ruth,1
9101,NNP,JJS,California,California,1
9102,NNP,JJS,Otto,Otto,1
9103,NNP,MD,Bork,<UNK>,1
9104,NNP,MD,Brierley,<UNK>,1
9105,NNP,MD,Bureau,<UNK>,1
9106,NNP,MD,Cabrera,<UNK>,1
9107,NNP,MD,Camden,<UNK>,1
9108,NNP,MD,Charleston,Charleston,1
9109,NNP,MD,Corsica,<UNK>,1
9110,NNP,MD,Cuauhtemoc,<UNK>,1
9111,NNP,MD,DEC,<UNK>,1
9112,NNP,MD,DOT,DOT,1
9113,NNP,MD,DiLorenzo,<UNK>,1
9114,NNP,MD,Eagle,Eagle,1
9115,NNP,MD,Eddy,<UNK>,1
9116,NNP,MD,Femina,Femina,1
9117,NNP,MD,GR8FLRED,<UNK>,1
9118,NNP,MD,Harley,<UNK>,1
9119,NNP,MD,Joachim,<UNK>,1
9120,NNP,MD,Laband,<UNK>,1
9121,NNP,MD,Ledger,<UNK>,1
9122,NNP,MD,Ong,<UNK>,1
9123,NNP,MD,Peters,Peters,2
9124,NNP,MD,Poll,Poll,1
9125,NNP,MD,Poodle,<UNK>,1
9126,NNP,MD,Rifkin,<UNK>,1
9127,NNP,MD,Rune,<UNK>,1
9128,NNP,MD,Sagan,<UNK>,1
9129,NNP,MD,Semel,Semel,1
9130,NNP,MD,Soo,<UNK>,1
9131,NNP,MD,Statistical,Statistical,1
9132,NNP,MD,Steinhardt,<UNK>,1
9133,NNP,MD,Tan,<UNK>,1
9134,NNP,MD,Times,Times,1
9135,NNP,MD,Travis,Travis,1
9136,NNP,MD,UAL,UAL,1
9137,NNP,MD,Vaclav,<UNK>,1
9138,NNP,MD,Western,<UNK>,1
9139,NNP,MD,White,<UNK>,1
9140,NNP,NN,'d,'d,4
9141,NNP,NN,3M,<UNK>,1
9142,NNP,NN,A.,A.,1
9143,NNP,NN,A.P.,<UNK>,1
9144,NNP,NN,ACCOUNT,ACCOUNT,1
9145,NNP,NN,ACLU,ACLU,1
9146,NNP,NN,AEW,<UNK>,1
9147,NNP,NN,ANC,ANC,1
9148,NNP,NN,AT&T,AT&T,1
9149,NNP,NN,Abortion,Abortion,1
9150,NNP,NN,Academy,Academy,1
9151,NNP,NN,Accord,Accord,1
9152,NNP,NN,Accords,Accords,1
9153,NNP,NN,Act,Act,1
9154,NNP,NN,Ad,Ad,1
9155,NNP,NN,Administration,Administration,2
9156,NNP,NN,Advertising,Advertising,1
9157,NNP,NN,Aeroflot,Aeroflot,1
